content_id,client_id,cluster,silhouette_val,is_holdout_client,position_tier,avg_position,impressions_90d,engagement_rate,content_age_days,ctr,ctr_gap,baseline_action_score,trend_direction,is_declining_label,action,reason_code,priority,justification,roi_score,requires_human_signoff
content_65d9331f55fb,client_4e07408562,1.0,0.12980710197798612,False,page_1,7.8,65686,3.7,326,0.02,0.22,0.9706,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.767,True
content_b6100a228edc,client_3fdba35f04,1.0,0.49328739441781183,False,page_1,6.5,121045,4.85,463,0.1,0.13999999999999999,0.9196,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.763,True
content_42d423551e2c,client_6208ef0f77,1.0,0.5213176864729916,True,page_1,4.8,106652,6.67,286,0.09,0.15,0.9259,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.719,True
content_0298b6c65145,client_19581e27de,1.0,0.19222698093599183,False,page_1,6.5,70968,1.98,144,0.06,0.18,0.9586,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.708,True
content_76e77629e9f1,client_349c41201b,1.0,0.49582302936452227,True,page_1,5.7,105643,0.0,154,0.09,0.15,0.9257,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.708,True
content_896bf2cc27b7,client_19581e27de,1.0,0.14456767434089424,False,page_1,4.9,66359,1.56,236,0.04,0.19999999999999998,0.9642,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.705,True
content_d07ea098353c,client_19581e27de,1.0,0.0918422854310931,False,page_1,9.4,63366,3.33,258,0.03,0.21,0.9678,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.701,True
content_f42eb861c6dd,client_19581e27de,1.0,0.523616532492729,False,page_1,6.5,152467,1.49,313,0.13,0.10999999999999999,0.8961,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.695,True
content_080e819b7f2e,client_19581e27de,1.0,0.47598826052311016,False,page_1,6.7,117111,0.0,480,0.11,0.13,0.9131,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.657,True
content_87dfc063bf4e,client_19581e27de,1.0,0.42854108881992325,False,page_1,4.5,90991,4.4,153,0.08,0.15999999999999998,0.9306,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.626,True
content_45fb95832c96,client_19581e27de,1.0,0.5450580606013533,False,page_1,7.6,126633,2.72,313,0.12,0.12,0.9036,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.616,True
content_e5f459e737b7,client_f369cb89fc,2.0,0.13584340983357537,False,page_1,5.9,56363,0.0,147,0.01,0.22999999999999998,0.9689,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.599,True
content_73e5410650b9,client_19581e27de,1.0,0.025829082408765004,False,page_1,7.0,63266,1.89,148,0.06,0.18,0.9566,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.575,True
content_3ec5b905ff5e,client_19581e27de,1.0,0.4528768061693227,False,page_1,6.6,98559,4.52,421,0.1,0.13999999999999999,0.9178,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.553,True
content_fea6a0d13b4a,client_19581e27de,1.0,0.35051279614437286,False,page_1,3.4,79965,0.0,313,0.07,0.16999999999999998,0.9343,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.548,True
content_cb112fce36be,client_19581e27de,1.0,0.32359668899929367,False,page_1,5.6,309910,2.08,126,0.16,0.07999999999999999,0.8329,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.531,True
content_867dc005867d,client_19581e27de,1.0,0.4833246462143733,False,page_1,6.8,95522,2.68,313,0.1,0.13999999999999999,0.9176,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.522,True
content_8c19996aa890,client_4e07408562,1.0,0.20798820135959903,False,top_3,2.5,509252,11.73,445,0.15,0.05000000000000002,0.8002,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.515,True
content_593a9691b458,client_19581e27de,1.0,0.4786438559816035,False,page_1,5.4,115223,0.0,466,0.13,0.10999999999999999,0.8941,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.42,True
content_d55b83aff7c7,client_f369cb89fc,2.0,0.16863894430282472,False,page_1,6.8,54704,5.71,106,0.06,0.18,0.9543,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.411,True
content_2532dc9f4e3f,client_19581e27de,0.0,0.1535045977295697,False,page_1,7.1,51540,0.49,417,0.06,0.18,0.9532,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.342,True
content_8ba747cf969e,client_349c41201b,1.0,0.5119325527362165,True,page_1,9.1,152968,1.55,140,0.15,0.09,0.8608,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.276,True
content_a20c25627ed7,client_4e07408562,1.0,0.3791687105927657,False,page_1,8.1,89007,2.56,445,0.12,0.12,0.9003,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.26,True
content_38dbfe46003a,client_19581e27de,2.0,0.17861100613930575,False,page_1,5.1,46497,2.44,148,0.05,0.19,0.9541,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.254,True
content_11fcfd65d94c,client_19581e27de,1.0,0.5103088891813776,False,page_1,6.2,149083,0.0,124,0.15,0.09,0.8606,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.252,True
content_138f5ed01ac7,client_19581e27de,2.0,0.0773565251227199,False,page_1,6.2,42945,2.94,236,0.04,0.19999999999999998,0.955,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.188,True
content_c35d34131e91,client_3fdba35f04,0.0,0.2265569452829937,False,page_1,3.7,43920,3.08,463,0.06,0.18,0.9492,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.147,True
content_ca17a024f90c,client_4e07408562,5.0,0.20572631841905753,False,page_1,9.1,38815,25.0,228,0.01,0.22999999999999998,0.9592,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.135,True
content_50a9f9f861c6,client_19581e27de,0.0,0.061279780110033585,False,page_1,6.7,41038,0.0,313,0.04,0.19999999999999998,0.9536,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.129,True
content_865fd632a1f3,client_f369cb89fc,2.0,0.27485073842505586,False,page_1,6.1,39246,0.0,95,0.03,0.21,0.9566,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.119,True
content_05b68f8f80d4,client_4e07408562,0.0,0.17598854610752973,False,page_1,8.1,51351,0.0,445,0.07,0.16999999999999998,0.9268,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.052,True
content_aee336a1d75a,client_19581e27de,0.0,0.22324959704765987,False,page_1,5.7,39161,0.0,421,0.05,0.19,0.9491,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.037,True
content_fd3422d11e9f,client_19581e27de,1.0,0.48027297864399016,False,page_1,6.7,117983,1.56,480,0.15,0.09,0.859,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",10.032,True
content_302dff6caa63,client_19581e27de,1.0,0.49885168192610807,False,page_1,5.9,113892,0.0,417,0.15,0.09,0.8586,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.997,True
content_e0b08ad65f5b,client_4e07408562,1.0,0.12439670991655405,False,page_1,6.2,69460,1.61,445,0.12,0.12,0.8967,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.997,True
content_c9eeaab4031e,client_19581e27de,2.0,0.24697237700589342,False,page_1,6.2,34100,5.56,153,0.02,0.22,0.953,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.947,True
content_4092ad6d1f71,client_4e07408562,0.0,0.06936659237625033,False,page_1,3.8,46786,5.56,326,0.07,0.16999999999999998,0.9244,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.94,True
content_033d8356c2d9,client_6208ef0f77,2.0,0.2962455902773555,True,page_1,6.0,34364,0.0,118,0.03,0.21,0.9514,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.937,True
content_e1b5445f30c2,client_19581e27de,2.0,0.05599423181403937,False,page_1,7.7,35984,0.0,257,0.06,0.18,0.9425,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.888,True
content_e20bbfd91826,client_19581e27de,1.0,0.4287412747776017,False,page_1,5.9,100972,2.29,480,0.15,0.09,0.8576,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.882,True
content_eaebd42b43cd,client_19581e27de,2.0,0.1616528154580153,False,page_1,7.5,49350,0.0,153,0.09,0.15,0.9143,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.881,True
content_b8e3b2f1fe3b,client_19581e27de,1.0,-0.03214648654595872,False,page_1,7.1,62447,1.55,445,0.12,0.12,0.8948,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.88,True
content_3437133c7ccf,client_4e07408562,0.0,0.16826523052077877,False,page_1,7.0,49256,3.57,421,0.09,0.15,0.9142,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.878,True
content_95982201c5e1,client_19581e27de,2.0,0.16894728572733947,False,page_1,5.0,48501,0.54,148,0.09,0.15,0.9139,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.86,True
content_d7175187ff12,client_4e07408562,1.0,0.005051860061285322,False,page_1,4.3,60644,6.78,326,0.12,0.12,0.8944,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.85,True
content_09783793b38d,client_19581e27de,1.0,0.14156185915633596,False,page_1,3.1,66048,1.0,257,0.13,0.10999999999999999,0.8872,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.846,True
content_10a4180682c1,client_4e07408562,0.0,0.059668576951489104,False,page_1,8.3,47670,14.0,326,0.09,0.15,0.9134,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.839,True
content_308218aae0cb,client_19581e27de,2.0,0.2839723709969288,False,page_1,6.9,32038,4.17,144,0.03,0.21,0.9483,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.838,True
content_aa8a54a50d71,client_19581e27de,2.0,0.2911151749461666,False,page_1,8.2,31648,0.0,148,0.03,0.21,0.9476,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.819,True
content_19770a458fcd,client_19581e27de,2.0,0.04237462126028028,False,page_1,3.3,42277,3.23,256,0.07,0.16999999999999998,0.9218,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.819,True
content_033581b09704,client_4e07408562,0.0,0.26442045704684614,False,page_1,4.4,41650,2.38,504,0.07,0.16999999999999998,0.9214,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.801,True
content_8a8b6089b6da,client_4e07408562,0.0,0.23555500724266537,False,page_1,6.0,49356,0.0,545,0.1,0.13999999999999999,0.9069,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.801,True
content_8053a66bd6ac,client_19581e27de,2.0,0.055269409832336726,False,top_3,2.6,52687,1.92,236,0.08,0.12000000000000001,0.8967,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.749,True
content_a5de7106e8a0,client_19581e27de,2.0,0.2162356078507054,False,page_1,5.9,46986,4.23,98,0.1,0.13999999999999999,0.9058,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.744,True
content_fe6898977fc1,client_19581e27de,0.0,0.3225900313885421,False,page_1,5.5,32338,1.28,482,0.06,0.18,0.938,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.74,True
content_342f55d98d70,client_19581e27de,2.0,0.21742070687531842,False,page_1,6.4,40235,3.0,148,0.08,0.15999999999999998,0.9149,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.7,True
content_9dff6e7cbb0b,client_19581e27de,2.0,0.28418709914033363,False,page_1,5.2,29543,6.25,148,0.04,0.19999999999999998,0.9397,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.673,True
content_e6955a2c59dc,client_4e07408562,0.0,0.30398390331634156,False,page_1,7.1,37534,0.0,537,0.07,0.16999999999999998,0.918,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.669,True
content_932801a5d31b,client_19581e27de,2.0,0.0710488518366808,False,page_1,7.5,28125,4.17,256,0.02,0.22,0.9435,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.666,True
content_3844363ff6b4,client_624b60c58c,0.0,0.13563944820708362,True,page_1,8.0,40913,1.96,356,0.09,0.15,0.9095,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.658,True
content_e859812ce999,client_19581e27de,2.0,0.2628106672522058,False,page_1,6.1,29760,8.7,148,0.05,0.19,0.9373,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.655,True
content_2725d2bcfac1,client_4e07408562,0.0,0.37475332454641025,False,page_1,9.1,27348,0.0,504,0.02,0.22,0.942,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.624,True
content_0685c8001a43,client_19581e27de,0.0,0.26730618534511164,False,page_1,6.3,39737,3.16,480,0.09,0.15,0.9085,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.621,True
content_ebff410c5771,client_19581e27de,0.0,0.10506325709965456,False,page_1,6.2,28400,4.76,313,0.04,0.19999999999999998,0.9379,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.617,True
content_824a11467353,client_19581e27de,1.0,0.20230121512805,False,page_1,7.8,75376,3.97,480,0.15,0.09,0.8542,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.593,True
content_c3c3fb544780,client_19581e27de,0.0,0.0810360223520626,False,page_1,9.3,34755,1.11,313,0.07,0.16999999999999998,0.9148,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.565,True
content_2143794a59ca,client_19581e27de,2.0,0.25804442840059033,False,page_1,5.5,26413,11.11,148,0.03,0.21,0.9382,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.552,True
content_1a9e894be2e2,client_19581e27de,1.0,0.24914840919600953,False,page_1,4.0,416180,2.37,482,0.23,0.009999999999999981,0.7371,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.537,True
content_f136bd20680a,client_19581e27de,2.0,0.2623058802725109,False,page_1,7.6,33249,4.27,153,0.07,0.16999999999999998,0.9133,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.509,True
content_58304dee07c1,client_19581e27de,2.0,0.34780542619022903,False,page_1,5.1,26544,0.0,139,0.06,0.18,0.9278,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.451,True
content_609902f4bc8c,client_4e07408562,0.0,0.34302323411767716,False,page_1,6.4,31756,0.0,537,0.07,0.16999999999999998,0.911,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.443,True
content_f986bd514b6e,client_7f2253d7e2,2.0,0.3455622454443536,False,page_1,6.6,22456,0.0,172,0.0,0.24,0.9408,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.426,True
content_0720fccc3955,client_19581e27de,0.0,0.0808659320544234,False,page_1,6.1,33993,0.0,313,0.09,0.15,0.9028,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.42,True
content_49a514fb49fb,client_19581e27de,2.0,0.31861745760396687,False,page_1,7.3,33558,0.0,103,0.09,0.15,0.9023,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.403,True
content_a583c3a42877,client_19581e27de,1.0,-0.025374432354524083,False,page_1,6.5,62589,1.74,441,0.15,0.09,0.8511,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.4,True
content_7fc979553ca6,client_19581e27de,0.0,0.3019895245888247,False,page_1,8.4,35335,3.54,482,0.1,0.13999999999999999,0.8969,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.393,True
content_5364792fe15e,client_19581e27de,0.0,0.228027361977589,False,page_1,5.1,37053,7.29,421,0.11,0.13,0.8928,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.392,True
content_454e62c347a0,client_7f2253d7e2,2.0,0.10158813048834665,False,page_1,3.3,40294,4.26,224,0.12,0.12,0.8856,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.391,True
content_aa55a2e9c834,client_19581e27de,2.0,0.05244352483959124,False,page_1,6.7,36779,1.92,257,0.11,0.13,0.8925,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.383,True
content_a38dd531fd8f,client_19581e27de,2.0,0.1028692022367365,False,page_1,6.5,22716,12.0,236,0.01,0.22999999999999998,0.9336,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.365,True
content_33da44cb09c9,client_4e07408562,1.0,0.5344184253062838,False,page_1,5.9,114528,3.4,326,0.18,0.06,0.804,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.365,True
content_021638284be1,client_19581e27de,0.0,0.38213616612234,False,page_1,4.1,23120,4.35,463,0.03,0.21,0.9316,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.361,True
content_c97ce8d47eef,client_f369cb89fc,2.0,0.29862404654649544,False,page_1,8.3,29836,10.53,96,0.07,0.16999999999999998,0.9081,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.357,True
content_548f0bf562a9,client_3fdba35f04,0.0,0.3725598255065268,False,page_1,3.2,24155,0.0,463,0.05,0.19,0.9266,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.352,True
content_3dc420aa9809,client_7f2253d7e2,5.0,0.06806953618152156,False,page_1,7.6,22425,20.0,141,0.01,0.22999999999999998,0.9326,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.343,True
content_57a03eb85e75,client_6208ef0f77,2.0,0.11987981046534193,True,page_1,9.3,32092,0.29,236,0.09,0.15,0.9003,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.342,True
content_236878619647,client_f369cb89fc,2.0,0.3999799350319899,False,page_1,7.1,24543,0.0,117,0.06,0.18,0.9238,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.338,True
content_de0a7d3512ed,client_19581e27de,1.0,0.26175474977302,False,page_1,5.7,80263,1.11,482,0.16,0.07999999999999999,0.8262,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.33,True
content_bf658584d14d,client_f369cb89fc,2.0,0.3223439510240618,False,page_1,6.7,31511,6.25,97,0.09,0.15,0.8993,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.315,True
content_5c075290e921,client_19581e27de,0.0,0.40014802025853624,False,page_1,7.6,22146,5.61,480,0.03,0.21,0.9288,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.293,True
content_496544bf85aa,client_3fdba35f04,0.0,0.39544250730944847,False,page_1,5.0,22668,2.6,463,0.04,0.19999999999999998,0.9262,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.289,True
content_3c5020578d4f,client_19581e27de,2.0,0.41213003073980103,False,page_1,9.0,21898,0.0,139,0.03,0.21,0.9279,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.274,True
content_fcb3aec3a82b,client_19581e27de,0.0,0.10456849508936905,False,page_1,8.8,29088,3.13,313,0.08,0.15999999999999998,0.9015,down,1,REFRESH,DECAY_HIGH_VALUE,1,"Top-10 ranking page, marked as declining, with CTR well below what this position tier normally gets.",9.266,True
